customer_number,customer_register_time,platform,last_login,total_purchase,redeemed_amount,lost,gap_less_than_2_weeks,churned,censored,event_time,event_observed,platform_encoded
2728,2023-03-12,Referral,2023-07-19,34,0,True,False,False,False,129,True,1
2729,2023-01-04,Referral,2023-12-01,32,0,False,False,False,False,331,True,1
2730,2023-08-09,Web,2024-06-03,3,0,False,False,False,False,299,True,2
2731,2023-01-14,Mobile,2023-12-31,54,10,False,False,False,True,351,False,0
2732,2023-01-03,Mobile,2023-02-13,34,0,True,False,False,False,41,True,0
2733,2023-08-04,Referral,2024-02-12,45,0,False,False,False,False,192,True,1
2734,2023-08-17,Web,2024-07-23,17,0,False,False,False,False,341,True,2
2735,2023-12-02,Mobile,2023-12-29,6,0,False,False,False,False,27,True,0
2736,2023-07-05,Web,2024-03-26,11,50,False,False,False,True,265,False,2
2737,2023-02-24,Web,2023-09-10,69,0,True,False,False,False,198,True,2
2738,2023-09-11,Mobile,2024-02-14,83,0,False,False,False,False,156,True,0
2739,2023-01-24,Mobile,2023-02-15,19,0,True,False,False,False,22,True,0
2740,2023-06-11,Mobile,2023-07-12,10,0,True,False,False,False,31,True,0
2741,2023-06-07,Mobile,2023-07-05,39,20,True,False,False,True,28,False,0
2742,2023-03-23,Referral,2023-04-25,43,0,True,False,False,False,33,True,1
2743,2023-06-08,Web,2023-10-29,50,0,True,False,False,False,143,True,2
2744,2023-07-07,Mobile,2023-12-04,0,0,False,False,False,False,150,True,0
2745,2023-03-01,Web,2023-07-06,0,20,True,False,False,True,127,False,2
2746,2023-11-01,Web,2024-03-12,13,0,False,False,False,False,132,True,2
2747,2023-11-15,Mobile,2024-03-15,4,10,False,False,False,True,121,False,0
2748,2023-07-30,Referral,2023-12-13,49,0,False,False,False,False,136,True,1
2749,2023-06-01,Mobile,2024-03-20,22,10,False,False,False,True,293,False,0
2750,2023-04-19,Mobile,2023-11-15,52,0,False,False,False,False,210,True,0
2751,2023-03-17,Web,2023-11-12,5,0,False,False,False,False,240,True,2
2752,2023-01-30,Web,2023-03-17,29,0,True,False,False,False,46,True,2
2753,2023-11-10,Mobile,2024-04-22,26,0,False,False,False,False,164,True,0
2754,2023-04-27,Web,2024-01-08,12,0,False,False,False,False,256,True,2
2755,2023-12-22,Web,2024-06-22,21,0,False,False,False,False,183,True,2
2756,2023-07-11,Mobile,2023-11-17,26,0,False,False,False,False,129,True,0
2757,2023-01-19,Web,2023-10-10,66,0,True,False,False,False,264,True,2
2758,2023-06-22,Web,2024-03-28,1,0,False,False,False,False,280,True,2
2759,2023-08-16,Mobile,2024-03-20,52,10,False,False,False,True,217,False,0
2760,2023-12-16,Mobile,2024-11-08,117,0,False,False,False,False,328,True,0
2761,2023-07-02,Referral,2024-01-12,39,20,False,False,False,True,194,False,1
2762,2023-04-23,Mobile,2023-06-24,40,0,True,False,False,False,62,True,0
2763,2023-07-02,Mobile,2024-01-25,7,0,False,False,False,False,207,True,0
2764,2023-05-26,Referral,2023-08-18,22,0,True,False,False,False,84,True,1
2765,2023-11-15,Mobile,2024-07-04,36,0,False,False,False,False,232,True,0
2766,2023-04-26,Web,2023-08-03,27,0,True,False,False,False,99,True,2
2767,2023-04-23,Web,2023-05-01,14,10,True,True,False,True,8,False,2
2768,2023-09-08,Mobile,2024-02-24,84,0,False,False,False,False,169,True,0
2769,2023-09-08,Mobile,2024-07-08,21,20,False,False,False,True,304,False,0
2770,2023-10-30,Mobile,2023-12-15,105,0,False,False,False,False,46,True,0
2771,2023-11-09,Mobile,2024-08-24,24,0,False,False,False,False,289,True,0
2772,2023-04-28,Mobile,2023-12-17,47,20,False,False,False,True,233,False,0
2773,2023-10-28,Referral,2024-07-01,40,20,False,False,False,True,247,False,1
2774,2023-06-10,Mobile,2024-01-12,32,0,False,False,False,False,216,True,0
2775,2023-07-17,Web,2024-05-16,0,0,False,False,False,False,304,True,2
2776,2023-09-17,Referral,2023-11-15,2,0,False,False,False,False,59,True,1
2777,2023-05-28,Web,2024-05-02,26,0,False,False,False,False,340,True,2
2778,2023-08-28,Mobile,2024-02-21,72,0,False,False,False,False,177,True,0
2779,2023-02-16,Referral,2023-11-24,27,50,False,False,False,True,281,False,1
2780,2023-07-17,Mobile,2024-06-19,8,0,False,False,False,False,338,True,0
2781,2023-02-16,Mobile,2023-10-07,11,0,True,False,False,False,233,True,0
2782,2023-03-19,Mobile,2023-04-22,29,0,True,False,False,False,34,True,0
2783,2023-05-04,Web,2023-05-31,27,0,True,False,False,False,27,True,2
2784,2023-03-16,Web,2023-03-25,93,20,True,True,False,True,9,False,2
2785,2023-12-25,Mobile,2024-03-01,22,0,False,False,False,False,67,True,0
2786,2023-05-17,Mobile,2023-12-28,13,0,False,False,False,False,225,True,0
2787,2023-03-31,Mobile,2024-02-13,22,0,False,False,False,False,319,True,0
2788,2023-11-21,Web,2024-02-15,46,0,False,False,False,False,86,True,2
2789,2023-03-02,Mobile,2023-11-03,23,0,False,False,False,False,246,True,0
2790,2023-05-18,Mobile,2024-01-30,11,50,False,False,False,True,257,False,0
2791,2023-02-19,Mobile,2023-04-16,12,0,True,False,False,False,56,True,0
2792,2023-09-16,Mobile,2024-08-06,42,20,False,False,False,True,325,False,0
2793,2023-04-17,Mobile,2023-05-30,2,0,True,False,False,False,43,True,0
2794,2023-04-23,Mobile,2024-01-11,9,50,False,False,False,True,263,False,0
2795,2023-12-16,Mobile,2024-11-11,4,0,False,False,False,False,331,True,0
2796,2023-09-11,Referral,2024-06-12,86,0,False,False,False,False,275,True,1
2797,2023-04-28,Web,2023-07-13,2,0,True,False,False,False,76,True,2
2798,2023-07-17,Referral,2023-09-29,42,0,True,False,False,False,74,True,1
2799,2023-12-03,Web,2024-07-14,29,0,False,False,False,False,224,True,2
2800,2023-12-31,Web,2024-01-08,30,10,False,True,True,True,8,False,2
2801,2023-02-20,Referral,2024-02-09,43,0,False,False,False,False,354,True,1
2802,2023-09-02,Web,2024-06-22,15,0,False,False,False,False,294,True,2
2803,2023-02-04,Mobile,2023-11-27,15,0,False,False,False,False,296,True,0
2804,2023-10-29,Referral,2024-10-22,10,0,False,False,False,False,359,True,1
2805,2023-03-10,Referral,2023-10-31,27,50,True,False,False,True,235,False,1
2806,2023-12-15,Referral,2024-03-08,79,0,False,False,False,False,84,True,1
2807,2023-11-16,Web,2024-01-25,77,0,False,False,False,False,70,True,2
2808,2023-02-18,Mobile,2023-07-08,36,0,True,False,False,False,140,True,0
2809,2023-03-15,Web,2023-09-26,70,0,True,False,False,False,195,True,2
2810,2023-07-11,Mobile,2024-06-26,99,0,False,False,False,False,351,True,0
2811,2023-09-18,Referral,2024-08-23,47,0,False,False,False,False,340,True,1
2812,2023-12-22,Web,2024-02-23,15,10,False,False,False,True,63,False,2
2813,2023-03-11,Mobile,2023-12-06,19,20,False,False,False,True,270,False,0
2814,2023-03-31,Mobile,2023-04-11,80,20,True,True,False,True,11,False,0
2815,2023-09-17,Mobile,2024-04-10,33,50,False,False,False,True,206,False,0
2816,2023-05-06,Referral,2024-04-06,51,0,False,False,False,False,336,True,1
2817,2023-08-19,Web,2024-04-16,3,0,False,False,False,False,241,True,2
2818,2023-10-22,Mobile,2024-07-20,6,0,False,False,False,False,272,True,0
2819,2023-05-09,Referral,2023-07-31,12,0,True,False,False,False,83,True,1
2820,2023-10-07,Mobile,2023-11-26,6,0,False,False,False,False,50,True,0
2821,2023-11-09,Web,2024-07-13,71,0,False,False,False,False,247,True,2
2822,2023-04-10,Mobile,2024-01-27,7,0,False,False,False,False,292,True,0
2823,2023-11-22,Web,2024-05-04,24,0,False,False,False,False,164,True,2
2824,2023-10-24,Web,2024-02-20,2,0,False,False,False,False,119,True,2
2825,2023-07-01,Referral,2023-10-27,5,0,True,False,False,False,118,True,1
2826,2023-06-23,Mobile,2023-10-31,8,10,True,False,False,True,130,False,0
2827,2023-11-12,Referral,2024-02-14,122,50,False,False,False,True,94,False,1
2828,2023-12-30,Referral,2024-03-04,47,0,False,False,False,False,65,True,1
2829,2023-07-07,Mobile,2024-05-23,33,10,False,False,False,True,321,False,0
2830,2023-02-26,Web,2023-06-12,74,0,True,False,False,False,106,True,2
2831,2023-01-31,Mobile,2023-05-29,93,0,True,False,False,False,118,True,0
2832,2023-03-25,Web,2023-09-19,18,0,True,False,False,False,178,True,2
2833,2023-06-01,Referral,2023-09-05,11,0,True,False,False,False,96,True,1
2834,2023-02-05,Web,2023-08-11,11,0,True,False,False,False,187,True,2
2835,2023-08-01,Web,2024-02-26,1,0,False,False,False,False,209,True,2
2836,2023-12-30,Mobile,2024-07-16,9,20,False,False,False,True,199,False,0
2837,2023-04-16,Web,2024-02-19,13,50,False,False,False,True,309,False,2
2838,2023-12-08,Web,2024-01-06,1,0,False,False,False,False,29,True,2
2839,2023-08-08,Mobile,2024-04-02,64,0,False,False,False,False,238,True,0
2840,2023-06-12,Web,2023-07-02,56,0,True,False,False,False,20,True,2
2841,2023-08-08,Web,2023-12-31,8,20,False,False,False,True,145,False,2
2842,2023-09-27,Web,2024-01-17,48,0,False,False,False,False,112,True,2
2843,2023-04-30,Mobile,2024-02-28,47,0,False,False,False,False,304,True,0
2844,2023-12-02,Mobile,2024-11-09,12,20,False,False,False,True,343,False,0
2845,2023-07-01,Mobile,2024-05-03,35,0,False,False,False,False,307,True,0
2846,2023-04-16,Mobile,2023-07-09,10,0,True,False,False,False,84,True,0
2847,2023-08-05,Web,2023-10-24,2,50,True,False,False,True,80,False,2
2848,2023-07-24,Referral,2024-04-29,21,0,False,False,False,False,280,True,1
2849,2023-03-11,Web,2023-12-08,17,0,False,False,False,False,272,True,2
2850,2023-02-13,Mobile,2023-06-09,4,0,True,False,False,False,116,True,0
2851,2023-11-25,Referral,2024-10-10,20,0,False,False,False,False,320,True,1
2852,2023-10-28,Referral,2024-01-15,89,50,False,False,False,True,79,False,1
2853,2023-08-16,Web,2024-03-21,39,0,False,False,False,False,218,True,2
2854,2023-07-03,Web,2023-08-10,40,20,True,False,False,True,38,False,2
2855,2023-04-17,Mobile,2023-09-09,42,0,True,False,False,False,145,True,0
2856,2023-03-25,Web,2023-09-11,40,0,True,False,False,False,170,True,2
2857,2023-12-04,Referral,2024-07-26,0,0,False,False,False,False,235,True,1
2858,2023-09-07,Mobile,2024-06-29,77,50,False,False,False,True,296,False,0
2859,2023-12-29,Mobile,2024-01-30,53,0,False,False,False,False,32,True,0
2860,2023-01-21,Web,2023-11-16,9,0,False,False,False,False,299,True,2
2861,2023-07-15,Mobile,2024-06-16,24,0,False,False,False,False,337,True,0
2862,2023-06-27,Mobile,2024-06-25,28,20,False,False,False,True,364,False,0
2863,2023-01-07,Referral,2023-04-12,4,50,True,False,False,True,95,False,1
2864,2023-03-11,Web,2023-07-08,8,0,True,False,False,False,119,True,2
2865,2023-05-07,Web,2023-10-17,0,0,True,False,False,False,163,True,2
2866,2023-06-09,Web,2024-02-26,59,0,False,False,False,False,262,True,2
2867,2023-09-05,Web,2024-08-12,0,0,False,False,False,False,342,True,2
2868,2023-07-22,Mobile,2023-10-24,11,0,True,False,False,False,94,True,0
2869,2023-05-28,Referral,2024-02-01,2,0,False,False,False,False,249,True,1
2870,2023-05-23,Web,2024-03-20,45,10,False,False,False,True,302,False,2
2871,2023-07-18,Referral,2023-08-22,77,0,True,False,False,False,35,True,1
2872,2023-06-03,Web,2024-04-19,24,0,False,False,False,False,321,True,2
2873,2023-05-22,Web,2024-05-18,4,20,False,False,False,True,362,False,2
2874,2023-11-09,Web,2024-09-20,24,50,False,False,False,True,316,False,2
2875,2023-06-14,Web,2024-02-01,44,0,False,False,False,False,232,True,2
2876,2023-11-10,Referral,2024-10-18,38,0,False,False,False,False,343,True,1
2877,2023-01-21,Web,2023-06-02,40,0,True,False,False,False,132,True,2
2878,2023-03-23,Mobile,2023-12-22,9,0,False,False,False,False,274,True,0
2879,2023-03-10,Mobile,2023-12-09,2,0,False,False,False,False,274,True,0
2880,2023-05-11,Referral,2023-12-10,4,50,False,False,False,True,213,False,1
2881,2023-03-28,Web,2023-09-26,93,0,True,False,False,False,182,True,2
2882,2023-08-06,Web,2024-06-11,28,10,False,False,False,True,310,False,2
2883,2023-11-01,Web,2024-05-14,39,0,False,False,False,False,195,True,2
2884,2023-12-11,Mobile,2024-12-06,68,0,False,False,False,False,361,True,0
2885,2023-12-07,Web,2024-02-17,57,0,False,False,False,False,72,True,2
2886,2023-06-10,Referral,2024-05-06,7,20,False,False,False,True,331,False,1
2887,2023-06-27,Mobile,2024-03-24,1,0,False,False,False,False,271,True,0
2888,2023-04-27,Mobile,2024-01-26,77,0,False,False,False,False,274,True,0
2889,2023-07-15,Mobile,2024-07-13,119,0,False,False,False,False,364,True,0
2890,2023-11-23,Web,2024-04-03,25,0,False,False,False,False,132,True,2
2891,2023-03-27,Mobile,2023-12-20,65,0,False,False,False,False,268,True,0
2892,2023-10-16,Referral,2024-05-28,7,0,False,False,False,False,225,True,1
2893,2023-03-22,Referral,2023-11-23,3,0,False,False,False,False,246,True,1
2894,2023-06-01,Referral,2024-02-04,20,0,False,False,False,False,248,True,1
2895,2023-03-02,Referral,2023-03-25,50,0,True,False,False,False,23,True,1
2896,2023-03-02,Web,2023-08-08,31,50,True,False,False,True,159,False,2
2897,2023-12-20,Web,2024-08-09,30,0,False,False,False,False,233,True,2
2898,2023-01-28,Web,2023-03-31,0,50,True,False,False,True,62,False,2
2899,2023-02-12,Web,2023-11-24,11,0,False,False,False,False,285,True,2
2900,2023-06-18,Web,2023-08-06,84,0,True,False,False,False,49,True,2
2901,2023-03-27,Mobile,2023-07-11,4,0,True,False,False,False,106,True,0
2902,2023-06-26,Mobile,2023-08-17,38,0,True,False,False,False,52,True,0
2903,2023-01-17,Referral,2023-03-12,42,0,True,False,False,False,54,True,1
2904,2023-04-08,Mobile,2023-07-02,39,0,True,False,False,False,85,True,0
2905,2023-07-17,Referral,2024-05-16,136,0,False,False,False,False,304,True,1
2906,2023-04-08,Web,2023-06-10,15,0,True,False,False,False,63,True,2
2907,2023-03-06,Web,2023-08-18,34,0,True,False,False,False,165,True,2
2908,2023-11-26,Mobile,2024-03-12,6,0,False,False,False,False,107,True,0
2909,2023-12-07,Web,2024-11-09,15,0,False,False,False,False,338,True,2
2910,2023-01-05,Web,2023-10-10,20,0,True,False,False,False,278,True,2
2911,2023-01-02,Web,2023-07-08,7,0,True,False,False,False,187,True,2
2912,2023-01-22,Web,2023-05-22,71,0,True,False,False,False,120,True,2
2913,2023-04-22,Mobile,2024-01-18,37,0,False,False,False,False,271,True,0
2914,2023-02-26,Mobile,2023-08-13,10,0,True,False,False,False,168,True,0
2915,2023-03-07,Mobile,2023-08-01,4,0,True,False,False,False,147,True,0
2916,2023-11-26,Mobile,2024-10-13,10,0,False,False,False,False,322,True,0
2917,2023-04-08,Web,2024-02-10,29,0,False,False,False,False,308,True,2
2918,2023-05-24,Web,2023-08-30,52,10,True,False,False,True,98,False,2
2919,2023-05-05,Web,2024-01-14,20,0,False,False,False,False,254,True,2
2920,2023-06-16,Web,2024-05-28,3,0,False,False,False,False,347,True,2
2921,2023-03-27,Mobile,2024-01-31,8,0,False,False,False,False,310,True,0
2922,2023-03-17,Mobile,2024-01-31,12,50,False,False,False,True,320,False,0
2923,2023-12-10,Mobile,2024-08-10,30,50,False,False,False,True,244,False,0
2924,2023-10-21,Web,2023-12-23,8,0,False,False,False,False,63,True,2
2925,2023-02-28,Mobile,2023-03-19,7,0,True,False,False,False,19,True,0
2926,2023-05-18,Mobile,2024-03-02,10,0,False,False,False,False,289,True,0
2927,2023-04-09,Mobile,2023-11-02,26,0,False,False,False,False,207,True,0
2928,2023-07-11,Mobile,2024-03-08,20,0,False,False,False,False,241,True,0
2929,2023-08-31,Mobile,2024-06-26,55,0,False,False,False,False,300,True,0
2930,2023-11-15,Mobile,2024-09-01,35,0,False,False,False,False,291,True,0
2931,2023-02-18,Mobile,2023-05-06,32,10,True,False,False,True,77,False,0
2932,2023-02-01,Web,2023-09-07,5,20,True,False,False,True,218,False,2
2933,2023-10-04,Mobile,2023-10-19,1,0,True,False,False,False,15,True,0
2934,2023-01-20,Web,2023-12-27,21,10,False,False,False,True,341,False,2
2935,2023-06-03,Web,2024-01-18,2,0,False,False,False,False,229,True,2
2936,2023-03-09,Referral,2024-01-25,13,0,False,False,False,False,322,True,1
2937,2023-08-02,Referral,2024-02-25,0,0,False,False,False,False,207,True,1
2938,2023-05-23,Web,2024-01-13,5,50,False,False,False,True,235,False,2
2939,2023-08-20,Mobile,2023-10-14,3,0,True,False,False,False,55,True,0
2940,2023-08-01,Web,2023-10-01,48,10,True,False,False,True,61,False,2
2941,2023-03-20,Mobile,2023-08-03,12,0,True,False,False,False,136,True,0
2942,2023-08-02,Referral,2024-05-12,2,20,False,False,False,True,284,False,1
2943,2023-04-26,Referral,2024-02-21,9,10,False,False,False,True,301,False,1
2944,2023-04-02,Mobile,2024-02-05,34,10,False,False,False,True,309,False,0
2945,2023-09-27,Web,2024-05-13,41,50,False,False,False,True,229,False,2
2946,2023-06-17,Mobile,2023-12-12,3,0,False,False,False,False,178,True,0
2947,2023-02-27,Web,2023-12-20,45,0,False,False,False,False,296,True,2
2948,2023-10-11,Referral,2024-07-07,13,0,False,False,False,False,270,True,1
2949,2023-01-26,Referral,2023-10-04,34,0,True,False,False,False,251,True,1
2950,2023-03-07,Mobile,2023-05-28,33,10,True,False,False,True,82,False,0
2951,2023-09-05,Web,2024-01-22,47,0,False,False,False,False,139,True,2
2952,2023-09-11,Web,2024-02-02,35,10,False,False,False,True,144,False,2
2953,2023-02-13,Web,2024-01-25,1,10,False,False,False,True,346,False,2
2954,2023-04-07,Referral,2023-12-20,21,0,False,False,False,False,257,True,1
2955,2023-02-11,Mobile,2023-08-10,5,0,True,False,False,False,180,True,0
2956,2023-08-15,Web,2023-10-18,105,0,True,False,False,False,64,True,2
2957,2023-09-19,Mobile,2024-09-09,8,20,False,False,False,True,356,False,0
2958,2023-06-16,Referral,2024-02-29,16,0,False,False,False,False,258,True,1
2959,2023-10-06,Web,2023-10-18,6,0,True,True,False,False,12,True,2
2960,2023-03-30,Referral,2023-07-19,4,0,True,False,False,False,111,True,1
2961,2023-06-27,Referral,2023-12-19,27,0,False,False,False,False,175,True,1
2962,2023-07-16,Referral,2023-09-16,20,0,True,False,False,False,62,True,1
2963,2023-11-03,Web,2024-10-09,14,20,False,False,False,True,341,False,2
2964,2023-09-24,Web,2024-09-04,2,0,False,False,False,False,346,True,2
2965,2023-09-25,Web,2024-07-15,39,0,False,False,False,False,294,True,2
2966,2023-03-15,Web,2023-06-11,0,0,True,False,False,False,88,True,2
2967,2023-01-08,Web,2023-05-09,18,0,True,False,False,False,121,True,2
2968,2023-10-24,Mobile,2024-05-15,30,0,False,False,False,False,204,True,0
2969,2023-06-13,Mobile,2023-07-09,16,0,True,False,False,False,26,True,0
2970,2023-03-26,Referral,2023-11-04,4,0,False,False,False,False,223,True,1
2971,2023-03-13,Web,2023-10-29,45,0,True,False,False,False,230,True,2
2972,2023-02-24,Mobile,2023-11-26,11,0,False,False,False,False,275,True,0
2973,2023-02-16,Mobile,2023-06-02,4,0,True,False,False,False,106,True,0
2974,2023-08-26,Mobile,2024-01-22,23,0,False,False,False,False,149,True,0
2975,2023-04-14,Referral,2023-09-12,0,50,True,False,False,True,151,False,1
2976,2023-07-29,Mobile,2024-04-19,11,0,False,False,False,False,265,True,0
2977,2023-02-11,Referral,2023-11-21,41,0,False,False,False,False,283,True,1
2978,2023-11-12,Web,2024-10-20,73,50,False,False,False,True,343,False,2
2979,2023-09-25,Mobile,2023-10-13,26,0,True,False,False,False,18,True,0
2980,2023-09-20,Web,2024-06-16,7,0,False,False,False,False,270,True,2
2981,2023-12-02,Web,2024-09-18,7,0,False,False,False,False,291,True,2
2982,2023-12-31,Web,2024-05-24,27,0,False,False,False,False,145,True,2
2983,2023-09-16,Web,2024-07-09,15,0,False,False,False,False,297,True,2
2984,2023-10-10,Web,2023-11-14,5,20,False,False,False,True,35,False,2
2985,2023-04-24,Web,2023-10-16,46,0,True,False,False,False,175,True,2
2986,2023-12-29,Web,2024-12-22,6,0,False,False,False,False,359,True,2
2987,2023-02-09,Referral,2023-09-06,11,0,True,False,False,False,209,True,1
2988,2023-08-08,Web,2024-05-29,1,20,False,False,False,True,295,False,2
2989,2023-05-09,Mobile,2023-09-01,36,0,True,False,False,False,115,True,0
2990,2023-01-08,Web,2023-03-21,9,50,True,False,False,True,72,False,2
2991,2023-04-11,Referral,2023-10-15,7,0,True,False,False,False,187,True,1
2992,2023-06-25,Referral,2024-01-11,10,0,False,False,False,False,200,True,1
2993,2023-04-17,Mobile,2023-08-25,62,0,True,False,False,False,130,True,0
2994,2023-04-11,Mobile,2023-10-07,21,20,True,False,False,True,179,False,0
2995,2023-09-17,Web,2024-06-09,5,0,False,False,False,False,266,True,2
2996,2023-09-03,Referral,2024-06-19,44,10,False,False,False,True,290,False,1
2997,2023-10-02,Referral,2024-03-09,7,0,False,False,False,False,159,True,1
2998,2023-02-01,Referral,2023-04-15,15,50,True,False,False,True,73,False,1
2999,2023-05-17,Mobile,2023-09-06,25,10,True,False,False,True,112,False,0
3000,2023-01-12,Web,2023-02-20,26,0,True,False,False,False,39,True,2
3001,2023-10-29,Referral,2024-10-26,2,20,False,False,False,True,363,False,1
3002,2023-01-16,Web,2023-03-05,54,50,True,False,False,True,48,False,2
3003,2023-05-09,Mobile,2023-10-03,19,0,True,False,False,False,147,True,0
3004,2023-03-04,Web,2023-10-05,136,50,True,False,False,True,215,False,2
3005,2023-04-19,Referral,2024-02-02,37,0,False,False,False,False,289,True,1
3006,2023-01-21,Web,2023-01-31,147,10,True,True,False,True,10,False,2
3007,2023-06-07,Web,2024-01-15,18,0,False,False,False,False,222,True,2
3008,2023-09-26,Mobile,2023-10-27,4,0,True,False,False,False,31,True,0
3009,2023-06-11,Mobile,2024-01-28,38,20,False,False,False,True,231,False,0
3010,2023-09-17,Mobile,2024-07-01,45,0,False,False,False,False,288,True,0
3011,2023-04-12,Web,2023-06-11,57,0,True,False,False,False,60,True,2
3012,2023-08-11,Web,2024-06-20,10,0,False,False,False,False,314,True,2
3013,2023-02-28,Mobile,2024-02-03,21,50,False,False,False,True,340,False,0
3014,2023-09-04,Referral,2023-12-22,58,0,False,False,False,False,109,True,1
3015,2023-05-08,Referral,2023-05-30,60,0,True,False,False,False,22,True,1
3016,2023-10-10,Mobile,2024-05-06,0,0,False,False,False,False,209,True,0
3017,2023-11-21,Referral,2024-01-07,33,0,False,False,False,False,47,True,1
3018,2023-01-25,Mobile,2023-04-28,27,0,True,False,False,False,93,True,0
3019,2023-05-11,Mobile,2023-07-28,2,0,True,False,False,False,78,True,0
3020,2023-12-19,Mobile,2024-05-28,79,0,False,False,False,False,161,True,0
3021,2023-07-15,Mobile,2024-04-10,17,50,False,False,False,True,270,False,0
3022,2023-10-08,Mobile,2024-02-23,33,50,False,False,False,True,138,False,0
3023,2023-06-03,Mobile,2023-09-04,64,20,True,False,False,True,93,False,0
3024,2023-05-13,Web,2024-01-08,4,10,False,False,False,True,240,False,2
3025,2023-08-15,Web,2023-12-29,58,0,False,False,False,False,136,True,2
3026,2023-07-08,Web,2024-02-26,38,0,False,False,False,False,233,True,2
3027,2023-09-22,Mobile,2023-10-30,54,10,True,False,False,True,38,False,0
3028,2023-05-14,Web,2023-08-09,20,0,True,False,False,False,87,True,2
3029,2023-07-30,Web,2023-12-13,1,0,False,False,False,False,136,True,2
3030,2023-03-01,Mobile,2024-02-22,33,0,False,False,False,False,358,True,0
3031,2023-12-30,Mobile,2024-07-25,14,0,False,False,False,False,208,True,0
3032,2023-12-30,Mobile,2024-10-16,15,0,False,False,False,False,291,True,0
3033,2023-08-01,Mobile,2024-07-06,17,0,False,False,False,False,340,True,0
3034,2023-08-04,Referral,2024-06-19,20,50,False,False,False,True,320,False,1
3035,2023-08-14,Referral,2024-05-02,32,0,False,False,False,False,262,True,1
3036,2023-05-11,Referral,2024-03-02,38,0,False,False,False,False,296,True,1
3037,2023-03-17,Mobile,2023-07-24,44,0,True,False,False,False,129,True,0
3038,2023-10-13,Web,2024-03-16,33,20,False,False,False,True,155,False,2
3039,2023-10-04,Referral,2024-10-01,48,0,False,False,False,False,363,True,1
3040,2023-06-05,Web,2024-02-11,3,0,False,False,False,False,251,True,2
3041,2023-09-05,Web,2024-03-02,54,0,False,False,False,False,179,True,2
3042,2023-08-06,Mobile,2024-08-01,14,0,False,False,False,False,361,True,0
3043,2023-07-09,Web,2024-05-10,22,0,False,False,False,False,306,True,2
3044,2023-06-12,Referral,2023-09-04,17,0,True,False,False,False,84,True,1
3045,2023-06-29,Mobile,2023-10-18,19,0,True,False,False,False,111,True,0
3046,2023-02-03,Mobile,2023-12-04,10,0,False,False,False,False,304,True,0
3047,2023-02-10,Mobile,2023-12-16,5,0,False,False,False,False,309,True,0
3048,2023-11-03,Mobile,2024-10-16,3,0,False,False,False,False,348,True,0
3049,2023-12-04,Web,2024-02-04,18,0,False,False,False,False,62,True,2
3050,2023-11-10,Mobile,2024-02-13,4,20,False,False,False,True,95,False,0
3051,2023-03-16,Mobile,2023-08-02,8,50,True,False,False,True,139,False,0
3052,2023-10-06,Mobile,2024-09-24,4,0,False,False,False,False,354,True,0
3053,2023-06-25,Mobile,2023-12-15,3,0,False,False,False,False,173,True,0
3054,2023-05-30,Web,2024-05-02,64,50,False,False,False,True,338,False,2
3055,2023-09-30,Web,2024-02-03,33,10,False,False,False,True,126,False,2
3056,2023-11-21,Web,2024-07-18,77,20,False,False,False,True,240,False,2
3057,2023-04-18,Web,2023-07-07,30,0,True,False,False,False,80,True,2
3058,2023-05-19,Referral,2024-03-27,55,0,False,False,False,False,313,True,1
3059,2023-12-16,Referral,2024-01-12,24,50,False,False,False,True,27,False,1
3060,2023-09-28,Web,2024-08-30,18,0,False,False,False,False,337,True,2
3061,2023-12-13,Mobile,2024-02-28,22,0,False,False,False,False,77,True,0
3062,2023-10-16,Mobile,2024-01-16,11,10,False,False,False,True,92,False,0
3063,2023-07-31,Web,2023-11-15,32,20,False,False,False,True,107,False,2
3064,2023-09-29,Web,2024-01-05,68,50,False,False,False,True,98,False,2
3065,2023-03-07,Referral,2024-01-21,45,0,False,False,False,False,320,True,1
3066,2023-09-05,Mobile,2024-06-01,18,0,False,False,False,False,270,True,0
3067,2023-06-05,Referral,2024-02-17,92,0,False,False,False,False,257,True,1
3068,2023-02-16,Web,2024-02-13,126,20,False,False,False,True,362,False,2
3069,2023-07-20,Mobile,2023-09-20,20,0,True,False,False,False,62,True,0
3070,2023-05-28,Web,2023-06-10,59,0,True,True,False,False,13,True,2
3071,2023-05-04,Web,2023-05-21,0,20,True,False,False,True,17,False,2
3072,2023-01-01,Mobile,2023-05-16,2,0,True,False,False,False,135,True,0
3073,2023-09-04,Web,2024-04-17,0,20,False,False,False,True,226,False,2
3074,2023-12-09,Web,2024-11-06,44,0,False,False,False,False,333,True,2
3075,2023-05-08,Web,2023-10-12,2,0,True,False,False,False,157,True,2
3076,2023-07-10,Web,2023-09-23,0,0,True,False,False,False,75,True,2
3077,2023-03-08,Mobile,2024-02-20,4,0,False,False,False,False,349,True,0
3078,2023-01-04,Mobile,2023-01-28,10,0,True,False,False,False,24,True,0
3079,2023-10-30,Web,2024-01-23,18,0,False,False,False,False,85,True,2
3080,2023-10-21,Web,2024-06-09,2,0,False,False,False,False,232,True,2
3081,2023-05-23,Web,2024-05-07,20,0,False,False,False,False,350,True,2
3082,2023-07-10,Mobile,2023-08-02,8,0,True,False,False,False,23,True,0
3083,2023-01-21,Web,2023-07-09,9,20,True,False,False,True,169,False,2
3084,2023-08-15,Mobile,2023-12-04,51,50,False,False,False,True,111,False,0
