customer_number,customer_register_time,platform,last_login,total_purchase,redeemed_amount,lost,gap_less_than_2_weeks,churned,censored,event_time,event_observed,platform_encoded,intervention,intervention_encoded,adjusted_hazard
1980,2023-11-28,Web,2024-04-03,16,0,False,False,False,False,127,True,2,False,0,1.0
1981,2023-12-16,Web,2024-11-25,10,50,False,False,False,True,345,False,2,False,0,0.0
1982,2023-12-27,Referral,2024-12-03,4,50,False,False,False,True,342,False,1,False,0,0.0
1983,2023-09-14,Web,2024-06-09,18,0,False,False,False,False,269,True,2,False,0,1.0
1984,2023-05-13,Mobile,2023-05-21,69,0,True,True,False,False,8,True,0,False,0,1.0
1985,2023-10-03,Web,2024-03-24,31,0,False,False,False,False,173,True,2,False,0,1.0
1986,2023-09-21,Referral,2024-07-02,1,0,False,False,False,False,285,True,1,False,0,1.0
1987,2023-06-20,Mobile,2024-04-09,50,0,False,False,False,False,294,True,0,False,0,1.0
1988,2023-01-01,Web,2023-03-19,82,0,True,False,False,False,77,True,2,True,1,0.8
1989,2023-11-09,Mobile,2024-03-29,53,0,False,False,False,False,141,True,0,False,0,1.0
1990,2023-03-05,Web,2024-02-10,39,0,False,False,False,False,342,True,2,False,0,1.0
1991,2023-10-11,Mobile,2024-06-27,4,10,False,False,False,True,260,False,0,False,0,0.0
1992,2023-05-01,Web,2023-09-23,12,0,True,False,False,False,145,True,2,False,0,1.0
1993,2023-04-17,Referral,2023-11-15,24,20,False,False,False,True,212,False,1,False,0,0.0
1994,2023-06-24,Mobile,2024-03-14,2,0,False,False,False,False,264,True,0,False,0,1.0
1995,2023-07-23,Web,2024-04-15,3,10,False,False,False,True,267,False,2,False,0,0.0
1996,2023-06-14,Mobile,2024-03-15,81,50,False,False,False,True,275,False,0,False,0,0.0
1997,2023-11-01,Web,2023-12-13,36,0,False,False,False,False,42,True,2,False,0,1.0
1998,2023-04-30,Referral,2023-11-23,9,0,False,False,False,False,207,True,1,False,0,1.0
1999,2023-02-13,Mobile,2023-09-29,11,0,True,False,False,False,228,True,0,False,0,1.0
2000,2023-11-08,Mobile,2024-10-24,14,0,False,False,False,False,351,True,0,False,0,1.0
2001,2023-06-05,Web,2023-07-31,2,0,True,False,False,False,56,True,2,False,0,1.0
2002,2023-07-26,Referral,2023-10-19,40,0,True,False,False,False,85,True,1,True,1,0.8
2003,2023-04-18,Mobile,2024-04-12,5,10,False,False,False,True,360,False,0,False,0,0.0
2004,2023-09-08,Web,2024-04-10,49,0,False,False,False,False,215,True,2,False,0,1.0
2005,2023-11-30,Web,2023-12-11,56,0,False,True,False,False,11,True,2,False,0,1.0
2006,2023-05-10,Web,2023-06-28,30,0,True,False,False,False,49,True,2,True,1,0.8
2007,2023-10-20,Referral,2024-09-03,44,0,False,False,False,False,319,True,1,False,0,1.0
2008,2023-01-20,Web,2023-10-28,5,0,True,False,False,False,281,True,2,True,1,0.8
2009,2023-10-09,Mobile,2024-06-28,25,0,False,False,False,False,263,True,0,False,0,1.0
2010,2023-10-12,Web,2024-03-06,33,50,False,False,False,True,146,False,2,False,0,0.0
2011,2023-01-01,Web,2023-09-20,32,0,True,False,False,False,262,True,2,True,1,0.8
2012,2023-04-29,Mobile,2024-02-12,3,0,False,False,False,False,289,True,0,False,0,1.0
2013,2023-02-04,Referral,2023-03-17,12,0,True,False,False,False,41,True,1,True,1,0.8
2014,2023-07-17,Mobile,2023-09-04,11,0,True,False,False,False,49,True,0,False,0,1.0
2015,2023-09-02,Referral,2024-01-04,25,20,False,False,False,True,124,False,1,False,0,0.0
2016,2023-02-28,Mobile,2023-04-19,43,50,True,False,False,True,50,False,0,True,1,0.0
2017,2023-11-21,Web,2024-04-13,25,0,False,False,False,False,144,True,2,False,0,1.0
2018,2023-06-10,Web,2023-08-06,42,10,True,False,False,True,57,False,2,True,1,0.0
2019,2023-06-28,Mobile,2024-04-28,3,0,False,False,False,False,305,True,0,False,0,1.0
2020,2023-07-25,Referral,2024-05-12,63,0,False,False,False,False,292,True,1,False,0,1.0
2021,2023-01-12,Referral,2023-10-17,23,0,True,False,False,False,278,True,1,False,0,1.0
2022,2023-10-03,Web,2024-07-02,1,50,False,False,False,True,273,False,2,False,0,0.0
2023,2023-06-30,Web,2024-04-08,30,0,False,False,False,False,283,True,2,False,0,1.0
2024,2023-08-30,Web,2023-11-04,21,0,False,False,False,False,66,True,2,False,0,1.0
2025,2023-08-04,Referral,2023-10-01,7,0,True,False,False,False,58,True,1,False,0,1.0
2026,2023-09-08,Referral,2023-11-20,43,20,False,False,False,True,73,False,1,False,0,0.0
2027,2023-10-26,Mobile,2024-06-28,81,0,False,False,False,False,246,True,0,False,0,1.0
2028,2023-05-06,Web,2024-02-04,11,0,False,False,False,False,274,True,2,False,0,1.0
2029,2023-08-05,Mobile,2024-04-17,20,50,False,False,False,True,256,False,0,False,0,0.0
2030,2023-11-02,Mobile,2024-10-25,4,50,False,False,False,True,358,False,0,False,0,0.0
2031,2023-10-12,Web,2024-07-26,79,10,False,False,False,True,288,False,2,False,0,0.0
2032,2023-07-04,Mobile,2024-06-23,11,20,False,False,False,True,355,False,0,False,0,0.0
2033,2023-02-08,Web,2023-04-24,6,10,True,False,False,True,75,False,2,False,0,0.0
2034,2023-08-11,Web,2024-07-03,19,0,False,False,False,False,327,True,2,False,0,1.0
2035,2023-07-03,Referral,2023-10-15,1,0,True,False,False,False,104,True,1,True,1,0.8
2036,2023-06-27,Mobile,2023-08-31,8,0,True,False,False,False,65,True,0,True,1,0.8
2037,2023-10-21,Mobile,2024-02-05,2,50,False,False,False,True,107,False,0,False,0,0.0
2038,2023-12-06,Mobile,2024-04-07,4,20,False,False,False,True,123,False,0,False,0,0.0
2039,2023-05-31,Web,2023-06-21,3,0,True,False,False,False,21,True,2,True,1,0.8
2040,2023-05-06,Mobile,2024-03-10,61,0,False,False,False,False,309,True,0,False,0,1.0
2041,2023-10-28,Mobile,2024-05-10,79,20,False,False,False,True,195,False,0,False,0,0.0
2042,2023-11-04,Mobile,2024-06-07,19,0,False,False,False,False,216,True,0,False,0,1.0
2043,2023-12-02,Mobile,2024-02-22,29,0,False,False,False,False,82,True,0,False,0,1.0
2044,2023-08-22,Web,2023-10-11,35,0,True,False,False,False,50,True,2,False,0,1.0
2045,2023-01-08,Web,2023-04-15,14,0,True,False,False,False,97,True,2,False,0,1.0
2046,2023-12-07,Mobile,2023-12-24,13,50,False,False,False,True,17,False,0,False,0,0.0
2047,2023-05-09,Web,2023-12-27,33,20,False,False,False,True,232,False,2,False,0,0.0
2048,2023-09-21,Mobile,2024-07-22,14,50,False,False,False,True,305,False,0,False,0,0.0
2049,2023-06-06,Web,2023-06-27,26,0,True,False,False,False,21,True,2,False,0,1.0
2050,2023-12-18,Web,2024-10-20,21,20,False,False,False,True,307,False,2,False,0,0.0
2051,2023-12-24,Web,2024-02-28,22,0,False,False,False,False,66,True,2,False,0,1.0
2052,2023-01-05,Referral,2023-02-21,53,0,True,False,False,False,47,True,1,True,1,0.8
2053,2023-03-27,Web,2023-06-07,36,0,True,False,False,False,72,True,2,False,0,1.0
2054,2023-06-24,Mobile,2024-01-26,97,50,False,False,False,True,216,False,0,False,0,0.0
2055,2023-10-17,Mobile,2024-05-11,46,0,False,False,False,False,207,True,0,False,0,1.0
2056,2023-07-12,Web,2024-02-15,4,0,False,False,False,False,218,True,2,False,0,1.0
2057,2023-11-07,Mobile,2024-02-28,40,50,False,False,False,True,113,False,0,False,0,0.0
2058,2023-04-29,Mobile,2024-02-11,32,0,False,False,False,False,288,True,0,False,0,1.0
2059,2023-08-06,Mobile,2023-11-12,31,20,False,False,False,True,98,False,0,False,0,0.0
2060,2023-04-24,Referral,2023-12-09,19,10,False,False,False,True,229,False,1,False,0,0.0
2061,2023-05-25,Web,2024-01-09,1,10,False,False,False,True,229,False,2,False,0,0.0
2062,2023-01-26,Web,2023-09-26,90,0,True,False,False,False,243,True,2,True,1,0.8
2063,2023-05-16,Referral,2023-09-15,57,0,True,False,False,False,122,True,1,False,0,1.0
2064,2023-10-30,Web,2024-02-02,20,50,False,False,False,True,95,False,2,False,0,0.0
2065,2023-08-20,Mobile,2024-07-29,5,0,False,False,False,False,344,True,0,False,0,1.0
2066,2023-03-17,Mobile,2024-01-04,52,0,False,False,False,False,293,True,0,False,0,1.0
2067,2023-11-24,Web,2024-09-04,16,0,False,False,False,False,285,True,2,False,0,1.0
2068,2023-12-11,Mobile,2024-01-03,14,0,False,False,False,False,23,True,0,False,0,1.0
2069,2023-10-29,Web,2024-04-25,32,0,False,False,False,False,179,True,2,False,0,1.0
2070,2023-10-16,Web,2024-02-03,42,20,False,False,False,True,110,False,2,False,0,0.0
2071,2023-01-01,Web,2023-10-21,1,0,True,False,False,False,293,True,2,False,0,1.0
2072,2023-05-27,Referral,2024-02-03,43,0,False,False,False,False,252,True,1,False,0,1.0
2073,2023-10-14,Web,2024-09-05,39,0,False,False,False,False,327,True,2,False,0,1.0
2074,2023-05-22,Mobile,2023-10-15,26,10,True,False,False,True,146,False,0,False,0,0.0
2075,2023-02-22,Referral,2023-12-21,12,0,False,False,False,False,302,True,1,False,0,1.0
2076,2023-10-31,Mobile,2024-05-15,5,0,False,False,False,False,197,True,0,False,0,1.0
2077,2023-03-10,Mobile,2024-02-28,3,0,False,False,False,False,355,True,0,False,0,1.0
2078,2023-12-27,Mobile,2024-10-29,0,0,False,False,False,False,307,True,0,False,0,1.0
2079,2023-03-31,Web,2024-01-20,6,0,False,False,False,False,295,True,2,False,0,1.0
2080,2023-08-08,Mobile,2024-07-09,15,10,False,False,False,True,336,False,0,False,0,0.0
2081,2023-07-11,Mobile,2024-02-08,8,0,False,False,False,False,212,True,0,False,0,1.0
2082,2023-03-04,Referral,2023-11-11,11,0,False,False,False,False,252,True,1,False,0,1.0
2083,2023-03-14,Referral,2023-08-07,14,0,True,False,False,False,146,True,1,False,0,1.0
2084,2023-06-10,Referral,2024-04-20,11,0,False,False,False,False,315,True,1,False,0,1.0
2085,2023-06-18,Referral,2024-01-30,38,0,False,False,False,False,226,True,1,False,0,1.0
2086,2023-03-30,Mobile,2023-11-14,20,0,False,False,False,False,229,True,0,False,0,1.0
2087,2023-06-25,Mobile,2024-06-17,0,0,False,False,False,False,358,True,0,False,0,1.0
2088,2023-09-26,Referral,2024-04-01,7,20,False,False,False,True,188,False,1,False,0,0.0
2089,2023-03-14,Web,2024-01-17,37,0,False,False,False,False,309,True,2,False,0,1.0
2090,2023-09-02,Referral,2024-03-12,10,0,False,False,False,False,192,True,1,False,0,1.0
2091,2023-03-18,Mobile,2023-07-13,75,0,True,False,False,False,117,True,0,False,0,1.0
2092,2023-06-08,Mobile,2023-12-10,37,10,False,False,False,True,185,False,0,False,0,0.0
2093,2023-11-20,Mobile,2024-06-10,10,10,False,False,False,True,203,False,0,False,0,0.0
2094,2023-04-08,Referral,2023-06-21,21,0,True,False,False,False,74,True,1,True,1,0.8
2095,2023-04-12,Web,2023-07-11,33,0,True,False,False,False,90,True,2,False,0,1.0
2096,2023-05-12,Mobile,2023-06-24,6,0,True,False,False,False,43,True,0,False,0,1.0
2097,2023-04-12,Mobile,2023-08-25,8,0,True,False,False,False,135,True,0,False,0,1.0
2098,2023-01-19,Web,2023-02-02,21,0,True,False,False,False,14,True,2,False,0,1.0
2099,2023-03-23,Mobile,2023-03-30,77,50,True,True,False,True,7,False,0,True,1,0.0
2100,2023-10-06,Mobile,2024-08-07,12,50,False,False,False,True,306,False,0,False,0,0.0
2101,2023-12-05,Mobile,2024-05-07,15,10,False,False,False,True,154,False,0,False,0,0.0
2102,2023-12-31,Web,2024-03-11,6,0,False,False,False,False,71,True,2,False,0,1.0
2103,2023-11-27,Mobile,2024-06-11,26,0,False,False,False,False,197,True,0,False,0,1.0
2104,2023-05-09,Mobile,2023-08-18,40,0,True,False,False,False,101,True,0,False,0,1.0
2105,2023-12-10,Mobile,2024-01-02,17,0,False,False,False,False,23,True,0,False,0,1.0
2106,2023-11-06,Web,2024-09-23,41,10,False,False,False,True,322,False,2,False,0,0.0
2107,2023-03-30,Referral,2023-07-10,10,0,True,False,False,False,102,True,1,False,0,1.0
2108,2023-08-01,Mobile,2023-10-01,36,0,True,False,False,False,61,True,0,True,1,0.8
2109,2023-05-23,Mobile,2024-05-12,8,10,False,False,False,True,355,False,0,False,0,0.0
2110,2023-03-06,Mobile,2023-06-25,45,50,True,False,False,True,111,False,0,False,0,0.0
2111,2023-03-17,Web,2023-06-17,53,20,True,False,False,True,92,False,2,True,1,0.0
2112,2023-07-18,Mobile,2023-12-10,47,10,False,False,False,True,145,False,0,False,0,0.0
2113,2023-05-23,Mobile,2023-10-18,7,0,True,False,False,False,148,True,0,False,0,1.0
2114,2023-11-12,Mobile,2024-01-07,35,0,False,False,False,False,56,True,0,False,0,1.0
2115,2023-04-03,Mobile,2023-11-05,23,0,False,False,False,False,216,True,0,False,0,1.0
2116,2023-11-01,Mobile,2023-12-16,128,0,False,False,False,False,45,True,0,False,0,1.0
2117,2023-08-12,Web,2024-06-15,13,0,False,False,False,False,308,True,2,False,0,1.0
2118,2023-10-18,Mobile,2024-01-21,44,0,False,False,False,False,95,True,0,False,0,1.0
2119,2023-04-12,Web,2023-05-25,13,50,True,False,False,True,43,False,2,False,0,0.0
2120,2023-09-24,Web,2023-10-11,15,0,True,False,False,False,17,True,2,False,0,1.0
2121,2023-12-21,Referral,2024-03-30,3,0,False,False,False,False,100,True,1,False,0,1.0
2122,2023-04-20,Mobile,2023-08-11,8,0,True,False,False,False,113,True,0,False,0,1.0
2123,2023-11-26,Mobile,2024-03-13,5,0,False,False,False,False,108,True,0,False,0,1.0
2124,2023-09-22,Mobile,2024-09-14,5,0,False,False,False,False,358,True,0,False,0,1.0
2125,2023-01-03,Referral,2023-08-26,0,10,True,False,False,True,235,False,1,False,0,0.0
2126,2023-03-26,Mobile,2023-05-12,47,0,True,False,False,False,47,True,0,False,0,1.0
2127,2023-10-09,Mobile,2024-05-09,18,20,False,False,False,True,213,False,0,False,0,0.0
2128,2023-11-24,Web,2024-02-24,48,0,False,False,False,False,92,True,2,False,0,1.0
2129,2023-10-31,Referral,2024-02-05,28,0,False,False,False,False,97,True,1,False,0,1.0
2130,2023-04-27,Referral,2023-10-22,53,0,True,False,False,False,178,True,1,False,0,1.0
2131,2023-08-09,Referral,2023-12-17,21,0,False,False,False,False,130,True,1,False,0,1.0
2132,2023-06-03,Web,2023-09-24,2,0,True,False,False,False,113,True,2,True,1,0.8
2133,2023-06-02,Web,2023-07-23,28,0,True,False,False,False,51,True,2,False,0,1.0
2134,2023-01-12,Web,2023-08-18,33,0,True,False,False,False,218,True,2,True,1,0.8
2135,2023-05-13,Web,2023-08-17,29,20,True,False,False,True,96,False,2,True,1,0.0
2136,2023-10-31,Referral,2024-05-03,48,0,False,False,False,False,185,True,1,False,0,1.0
2137,2023-10-20,Web,2023-12-04,39,0,False,False,False,False,45,True,2,False,0,1.0
2138,2023-10-27,Web,2024-07-16,17,0,False,False,False,False,263,True,2,False,0,1.0
2139,2023-08-16,Web,2023-12-19,51,0,False,False,False,False,125,True,2,False,0,1.0
2140,2023-09-28,Web,2023-12-18,35,0,False,False,False,False,81,True,2,False,0,1.0
2141,2023-02-12,Web,2023-05-22,3,0,True,False,False,False,99,True,2,False,0,1.0
2142,2023-12-09,Mobile,2024-09-07,23,0,False,False,False,False,273,True,0,False,0,1.0
2143,2023-11-22,Mobile,2023-12-14,39,0,False,False,False,False,22,True,0,False,0,1.0
2144,2023-10-29,Web,2024-08-21,24,0,False,False,False,False,297,True,2,False,0,1.0
2145,2023-12-30,Mobile,2024-06-22,89,0,False,False,False,False,175,True,0,False,0,1.0
2146,2023-01-21,Mobile,2023-07-06,3,10,True,False,False,True,166,False,0,True,1,0.0
2147,2023-04-17,Web,2024-02-26,38,0,False,False,False,False,315,True,2,False,0,1.0
2148,2023-12-02,Mobile,2024-01-27,52,0,False,False,False,False,56,True,0,False,0,1.0
2149,2023-10-30,Mobile,2023-12-09,36,0,False,False,False,False,40,True,0,False,0,1.0
2150,2023-04-27,Mobile,2023-11-04,14,50,False,False,False,True,191,False,0,False,0,0.0
2151,2023-05-04,Mobile,2024-01-11,14,10,False,False,False,True,252,False,0,False,0,0.0
2152,2023-10-08,Web,2023-12-03,26,20,False,False,False,True,56,False,2,False,0,0.0
2153,2023-10-19,Referral,2023-11-11,15,0,False,False,False,False,23,True,1,False,0,1.0
2154,2023-07-22,Referral,2023-10-26,64,0,True,False,False,False,96,True,1,False,0,1.0
2155,2023-02-20,Referral,2023-07-13,3,10,True,False,False,True,143,False,1,True,1,0.0
2156,2023-09-28,Web,2024-08-01,30,0,False,False,False,False,308,True,2,False,0,1.0
2157,2023-11-20,Referral,2024-11-15,4,0,False,False,False,False,361,True,1,False,0,1.0
2158,2023-10-04,Referral,2024-05-15,23,0,False,False,False,False,224,True,1,False,0,1.0
2159,2023-05-21,Referral,2023-09-01,37,0,True,False,False,False,103,True,1,False,0,1.0
2160,2023-10-02,Web,2024-05-29,5,0,False,False,False,False,240,True,2,False,0,1.0
2161,2023-10-17,Mobile,2024-05-15,36,0,False,False,False,False,211,True,0,False,0,1.0
2162,2023-11-30,Referral,2024-04-26,4,10,False,False,False,True,148,False,1,False,0,0.0
2163,2023-02-21,Mobile,2023-09-12,29,0,True,False,False,False,203,True,0,True,1,0.8
2164,2023-01-27,Mobile,2023-11-30,21,0,False,False,False,False,307,True,0,False,0,1.0
2165,2023-06-06,Referral,2024-04-28,10,0,False,False,False,False,327,True,1,False,0,1.0
2166,2023-08-27,Mobile,2024-06-13,3,0,False,False,False,False,291,True,0,False,0,1.0
2167,2023-06-05,Mobile,2024-05-06,39,10,False,False,False,True,336,False,0,False,0,0.0
2168,2023-10-18,Mobile,2024-07-12,14,10,False,False,False,True,268,False,0,False,0,0.0
2169,2023-05-16,Referral,2023-12-23,2,0,False,False,False,False,221,True,1,False,0,1.0
2170,2023-05-24,Web,2023-12-03,44,0,False,False,False,False,193,True,2,False,0,1.0
2171,2023-04-16,Mobile,2023-06-03,7,10,True,False,False,True,48,False,0,True,1,0.0
2172,2023-06-07,Mobile,2024-03-28,40,0,False,False,False,False,295,True,0,False,0,1.0
2173,2023-05-26,Mobile,2023-12-05,24,0,False,False,False,False,193,True,0,False,0,1.0
2174,2023-01-02,Mobile,2023-07-19,6,0,True,False,False,False,198,True,0,True,1,0.8
2175,2023-03-18,Referral,2023-12-17,2,20,False,False,False,True,274,False,1,False,0,0.0
2176,2023-05-12,Referral,2024-01-31,26,50,False,False,False,True,264,False,1,False,0,0.0
2177,2023-03-31,Web,2023-11-29,0,0,False,False,False,False,243,True,2,False,0,1.0
2178,2023-12-11,Mobile,2024-04-05,2,0,False,False,False,False,116,True,0,False,0,1.0
2179,2023-12-16,Web,2024-02-27,36,0,False,False,False,False,73,True,2,False,0,1.0
2180,2023-09-20,Web,2023-11-12,23,0,False,False,False,False,53,True,2,False,0,1.0
2181,2023-12-17,Mobile,2024-10-27,11,0,False,False,False,False,315,True,0,False,0,1.0
2182,2023-04-18,Referral,2023-09-20,23,0,True,False,False,False,155,True,1,False,0,1.0
2183,2023-03-15,Referral,2023-11-13,26,10,False,False,False,True,243,False,1,False,0,0.0
2184,2023-02-08,Web,2024-01-15,24,0,False,False,False,False,341,True,2,False,0,1.0
2185,2023-06-08,Web,2023-10-05,30,50,True,False,False,True,119,False,2,True,1,0.0
2186,2023-03-12,Mobile,2023-05-30,84,0,True,False,False,False,79,True,0,False,0,1.0
2187,2023-11-08,Mobile,2024-02-18,14,0,False,False,False,False,102,True,0,False,0,1.0
2188,2023-08-29,Web,2023-12-22,10,10,False,False,False,True,115,False,2,False,0,0.0
2189,2023-10-25,Referral,2024-10-20,1,0,False,False,False,False,361,True,1,False,0,1.0
2190,2023-02-05,Referral,2023-11-21,4,0,False,False,False,False,289,True,1,False,0,1.0
2191,2023-03-25,Mobile,2023-12-10,3,0,False,False,False,False,260,True,0,False,0,1.0
2192,2023-09-20,Referral,2024-08-07,12,50,False,False,False,True,322,False,1,False,0,0.0
2193,2023-11-06,Web,2024-09-14,28,0,False,False,False,False,313,True,2,False,0,1.0
2194,2023-06-21,Mobile,2023-10-20,1,0,True,False,False,False,121,True,0,True,1,0.8
2195,2023-06-22,Mobile,2023-12-19,39,20,False,False,False,True,180,False,0,False,0,0.0
2196,2023-12-28,Web,2024-08-16,15,0,False,False,False,False,232,True,2,False,0,1.0
2197,2023-02-16,Referral,2024-02-02,99,0,False,False,False,False,351,True,1,False,0,1.0
2198,2023-05-21,Mobile,2023-09-08,25,0,True,False,False,False,110,True,0,True,1,0.8
2199,2023-04-28,Mobile,2024-04-08,44,0,False,False,False,False,346,True,0,False,0,1.0
2200,2023-10-04,Web,2024-06-03,59,0,False,False,False,False,243,True,2,False,0,1.0
2201,2023-08-02,Web,2023-11-14,65,0,False,False,False,False,104,True,2,False,0,1.0
2202,2023-08-08,Web,2024-02-04,21,0,False,False,False,False,180,True,2,False,0,1.0
2203,2023-01-26,Mobile,2024-01-15,15,0,False,False,False,False,354,True,0,False,0,1.0
2204,2023-01-09,Mobile,2023-09-19,24,0,True,False,False,False,253,True,0,True,1,0.8
2205,2023-09-28,Web,2023-12-17,15,0,False,False,False,False,80,True,2,False,0,1.0
2206,2023-01-10,Mobile,2023-01-17,8,50,True,True,False,True,7,False,0,False,0,0.0
2207,2023-05-01,Mobile,2023-07-25,11,0,True,False,False,False,85,True,0,True,1,0.8
2208,2023-05-05,Mobile,2024-02-21,7,0,False,False,False,False,292,True,0,False,0,1.0
2209,2023-06-19,Mobile,2023-07-01,9,10,True,True,False,True,12,False,0,True,1,0.0
2210,2023-03-13,Referral,2023-06-12,2,20,True,False,False,True,91,False,1,False,0,0.0
2211,2023-06-01,Mobile,2024-03-17,16,0,False,False,False,False,290,True,0,False,0,1.0
2212,2023-07-27,Mobile,2023-10-13,8,10,True,False,False,True,78,False,0,False,0,0.0
2213,2023-02-18,Web,2023-06-25,17,0,True,False,False,False,127,True,2,False,0,1.0
2214,2023-06-03,Web,2024-03-27,47,10,False,False,False,True,298,False,2,False,0,0.0
2215,2023-12-13,Web,2024-05-08,17,10,False,False,False,True,147,False,2,False,0,0.0
2216,2023-10-20,Mobile,2024-03-30,92,0,False,False,False,False,162,True,0,False,0,1.0
2217,2023-03-09,Web,2023-06-30,4,50,True,False,False,True,113,False,2,False,0,0.0
2218,2023-02-19,Web,2024-01-23,56,20,False,False,False,True,338,False,2,False,0,0.0
2219,2023-06-01,Mobile,2023-12-17,8,0,False,False,False,False,199,True,0,False,0,1.0
2220,2023-01-19,Web,2023-02-28,81,50,True,False,False,True,40,False,2,False,0,0.0
2221,2023-04-10,Web,2023-07-13,7,0,True,False,False,False,94,True,2,False,0,1.0
2222,2023-03-01,Web,2023-12-26,41,10,False,False,False,True,300,False,2,False,0,0.0
2223,2023-06-16,Mobile,2024-05-15,1,20,False,False,False,True,334,False,0,False,0,0.0
2224,2023-07-21,Web,2024-02-11,29,0,False,False,False,False,205,True,2,False,0,1.0
2225,2023-12-11,Mobile,2024-01-30,7,0,False,False,False,False,50,True,0,False,0,1.0
2226,2023-05-26,Mobile,2023-09-14,33,50,True,False,False,True,111,False,0,True,1,0.0
2227,2023-06-13,Mobile,2023-12-04,30,0,False,False,False,False,174,True,0,False,0,1.0
2228,2023-08-30,Mobile,2024-01-27,77,0,False,False,False,False,150,True,0,False,0,1.0
2229,2023-03-10,Referral,2024-03-04,29,0,False,False,False,False,360,True,1,False,0,1.0
2230,2023-06-24,Web,2023-12-23,15,0,False,False,False,False,182,True,2,False,0,1.0
2231,2023-02-18,Web,2023-04-24,6,20,True,False,False,True,65,False,2,True,1,0.0
2232,2023-04-18,Web,2023-04-25,32,0,True,True,False,False,7,True,2,True,1,0.8
2233,2023-08-14,Web,2023-11-08,3,50,False,False,False,True,86,False,2,False,0,0.0
2234,2023-06-10,Web,2024-03-03,52,50,False,False,False,True,267,False,2,False,0,0.0
2235,2023-04-29,Web,2024-02-14,8,0,False,False,False,False,291,True,2,False,0,1.0
2236,2023-05-29,Mobile,2024-04-18,22,0,False,False,False,False,325,True,0,False,0,1.0
2237,2023-05-30,Mobile,2023-09-06,27,0,True,False,False,False,99,True,0,False,0,1.0
2238,2023-10-20,Web,2023-12-27,13,0,False,False,False,False,68,True,2,False,0,1.0
2239,2023-05-23,Mobile,2024-01-28,32,0,False,False,False,False,250,True,0,False,0,1.0
2240,2023-06-09,Web,2023-08-29,8,20,True,False,False,True,81,False,2,True,1,0.0
2241,2023-01-11,Web,2023-10-01,1,0,True,False,False,False,263,True,2,False,0,1.0
2242,2023-05-18,Mobile,2023-08-23,96,20,True,False,False,True,97,False,0,True,1,0.0
2243,2023-03-19,Web,2024-01-08,11,0,False,False,False,False,295,True,2,False,0,1.0
2244,2023-03-18,Web,2023-12-18,37,0,False,False,False,False,275,True,2,False,0,1.0
2245,2023-09-11,Mobile,2023-10-06,21,0,True,False,False,False,25,True,0,False,0,1.0
2246,2023-09-15,Referral,2023-11-20,33,0,False,False,False,False,66,True,1,False,0,1.0
2247,2023-11-16,Mobile,2024-10-24,3,20,False,False,False,True,343,False,0,False,0,0.0
2248,2023-10-18,Web,2024-07-08,21,10,False,False,False,True,264,False,2,False,0,0.0
2249,2023-09-20,Referral,2024-05-18,14,10,False,False,False,True,241,False,1,False,0,0.0
2250,2023-03-26,Mobile,2023-08-18,18,10,True,False,False,True,145,False,0,True,1,0.0
2251,2023-05-26,Mobile,2023-11-13,101,0,False,False,False,False,171,True,0,False,0,1.0
2252,2023-11-19,Referral,2024-01-29,4,0,False,False,False,False,71,True,1,False,0,1.0
2253,2023-02-11,Mobile,2024-01-31,42,0,False,False,False,False,354,True,0,False,0,1.0
2254,2023-05-05,Web,2023-07-06,12,0,True,False,False,False,62,True,2,False,0,1.0
2255,2023-06-16,Mobile,2024-01-18,10,0,False,False,False,False,216,True,0,False,0,1.0
2256,2023-08-29,Mobile,2024-01-10,9,0,False,False,False,False,134,True,0,False,0,1.0
2257,2023-10-07,Mobile,2023-11-05,12,20,False,False,False,True,29,False,0,False,0,0.0
2258,2023-07-07,Mobile,2023-07-22,13,0,True,False,False,False,15,True,0,False,0,1.0
2259,2023-10-29,Referral,2024-07-16,9,0,False,False,False,False,261,True,1,False,0,1.0
2260,2023-01-19,Referral,2023-11-23,33,0,False,False,False,False,308,True,1,False,0,1.0
2261,2023-03-09,Referral,2023-06-02,1,0,True,False,False,False,85,True,1,True,1,0.8
2262,2023-08-06,Referral,2024-05-22,12,0,False,False,False,False,290,True,1,False,0,1.0
2263,2023-04-12,Referral,2023-05-05,9,0,True,False,False,False,23,True,1,True,1,0.8
2264,2023-02-11,Web,2023-06-05,41,50,True,False,False,True,114,False,2,True,1,0.0
2265,2023-10-15,Web,2023-11-22,4,0,False,False,False,False,38,True,2,False,0,1.0
2266,2023-06-16,Mobile,2024-04-03,84,20,False,False,False,True,292,False,0,False,0,0.0
2267,2023-04-19,Referral,2024-03-20,5,0,False,False,False,False,336,True,1,False,0,1.0
2268,2023-02-05,Mobile,2023-10-22,13,0,True,False,False,False,259,True,0,True,1,0.8
2269,2023-08-20,Mobile,2023-12-28,6,50,False,False,False,True,130,False,0,False,0,0.0
2270,2023-08-17,Web,2024-03-17,10,0,False,False,False,False,213,True,2,False,0,1.0
2271,2023-12-19,Web,2024-05-05,42,0,False,False,False,False,138,True,2,False,0,1.0
2272,2023-06-13,Mobile,2023-09-11,19,0,True,False,False,False,90,True,0,True,1,0.8
2273,2023-03-14,Web,2023-06-01,5,20,True,False,False,True,79,False,2,True,1,0.0
2274,2023-05-16,Web,2023-10-02,1,0,True,False,False,False,139,True,2,True,1,0.8
