customer_number,customer_register_time,platform,last_login,total_purchase,redeemed_amount
1706,2023-11-02,Mobile,2024-09-21,18,0
1707,2023-09-27,Mobile,2024-08-24,2,20
1708,2023-07-11,Web,2024-04-16,20,50
1709,2023-06-24,Mobile,2024-04-13,4,0
1710,2023-10-12,Mobile,2023-11-27,54,0
1711,2023-07-23,Web,2023-10-01,42,0
1712,2023-06-13,Web,2023-07-08,2,20
1713,2023-09-08,Web,2024-08-12,54,0
1714,2023-08-15,Web,2023-10-28,11,0
1715,2023-01-07,Mobile,2023-09-29,13,0
1716,2023-01-29,Web,2023-10-06,5,0
1717,2023-02-02,Web,2023-12-26,54,0
1718,2023-05-14,Web,2024-01-08,15,20
1719,2023-03-20,Referral,2023-12-21,1,0
1720,2023-02-27,Referral,2023-06-10,101,20
1721,2023-01-26,Web,2023-12-25,8,0
1722,2023-08-14,Web,2023-09-22,82,0
1723,2023-10-12,Web,2024-09-19,10,0
1724,2023-01-04,Mobile,2023-06-28,53,0
1725,2023-04-09,Web,2023-08-01,32,0
1726,2023-02-08,Mobile,2023-12-04,59,10
1727,2023-09-28,Mobile,2023-10-12,112,0
1728,2023-10-12,Referral,2024-05-05,61,0
1729,2023-06-06,Web,2024-02-22,15,0
1730,2023-03-16,Referral,2023-12-07,50,0
1731,2023-10-15,Mobile,2024-04-17,37,0
1732,2023-05-10,Web,2023-07-19,1,0
1733,2023-06-24,Web,2024-04-17,79,0
1734,2023-03-25,Web,2023-09-06,18,0
1735,2023-01-22,Web,2023-04-03,4,0
1736,2023-01-27,Web,2023-05-11,16,50
1737,2023-07-14,Mobile,2023-10-03,27,0
1738,2023-12-03,Mobile,2024-01-11,25,0
1739,2023-08-24,Referral,2023-10-12,25,0
1740,2023-04-02,Web,2023-09-03,8,0
1741,2023-01-21,Referral,2023-04-03,30,0
1742,2023-10-30,Web,2024-07-14,71,0
1743,2023-12-23,Mobile,2024-01-13,14,10
1744,2023-03-25,Web,2023-12-15,29,20
1745,2023-09-19,Web,2024-04-23,8,50
1746,2023-05-27,Referral,2024-04-08,1,0
1747,2023-09-14,Web,2024-05-31,26,50
1748,2023-02-27,Mobile,2023-10-05,1,10
1749,2023-01-15,Mobile,2024-01-05,38,0
1750,2023-06-11,Mobile,2024-03-27,33,0
1751,2023-06-12,Mobile,2023-06-23,13,50
1752,2023-11-16,Mobile,2024-06-06,15,50
1753,2023-10-08,Web,2024-01-11,74,0
1754,2023-10-07,Mobile,2024-03-06,0,0
1755,2023-01-12,Referral,2023-06-15,24,50
1756,2023-10-01,Web,2023-11-26,77,0
1757,2023-09-28,Web,2024-06-01,73,0
1758,2023-07-27,Mobile,2024-03-06,26,0
1759,2023-01-27,Mobile,2023-02-06,14,0
1760,2023-03-13,Mobile,2023-07-04,3,10
1761,2023-03-01,Web,2024-02-19,5,0
1762,2023-05-25,Mobile,2023-08-03,34,0
1763,2023-04-03,Web,2023-04-17,0,20
1764,2023-11-05,Mobile,2024-05-29,64,0
1765,2023-01-08,Mobile,2023-10-21,26,0
1766,2023-03-20,Web,2023-10-24,1,20
1767,2023-01-27,Mobile,2023-04-09,8,50
1768,2023-06-23,Referral,2024-02-29,27,0
1769,2023-02-19,Mobile,2024-02-12,1,10
1770,2023-07-18,Referral,2024-06-13,45,0
1771,2023-12-15,Mobile,2024-02-07,75,0
1772,2023-06-30,Mobile,2023-07-21,97,20
1773,2023-01-24,Web,2023-02-08,39,0
1774,2023-11-12,Web,2024-09-20,58,10
1775,2023-02-15,Web,2023-12-22,28,0
1776,2023-01-15,Mobile,2023-05-23,18,20
1777,2023-06-02,Referral,2024-01-17,37,0
1778,2023-08-10,Web,2024-04-14,7,0
1779,2023-07-25,Mobile,2024-06-11,3,0
1780,2023-09-30,Mobile,2024-08-31,43,0
1781,2023-08-24,Mobile,2024-08-08,95,20
1782,2023-12-06,Web,2024-01-08,25,0
1783,2023-08-16,Mobile,2024-08-12,19,0
1784,2023-01-09,Web,2024-01-05,22,20
1785,2023-06-15,Web,2024-03-30,19,0
1786,2023-11-15,Referral,2024-01-17,17,0
1787,2023-08-02,Web,2023-12-27,88,10
1788,2023-04-27,Web,2024-03-22,19,0
1789,2023-12-10,Referral,2024-11-30,2,0
1790,2023-03-13,Web,2024-01-11,43,0
1791,2023-03-05,Mobile,2023-10-21,14,0
1792,2023-07-24,Web,2024-01-08,37,0
1793,2023-07-28,Web,2023-10-24,25,0
1794,2023-03-13,Web,2024-01-24,37,0
1795,2023-10-04,Web,2024-02-02,1,0
1796,2023-10-01,Mobile,2024-08-20,1,0
1797,2023-11-16,Mobile,2024-06-11,14,0
1798,2023-12-04,Mobile,2024-11-27,35,50
1799,2023-04-05,Referral,2024-01-28,7,0
1800,2023-06-15,Web,2023-11-11,17,0
1801,2023-02-01,Mobile,2023-03-04,118,20
1802,2023-01-11,Mobile,2023-02-01,7,0
1803,2023-10-28,Referral,2024-01-03,56,0
1804,2023-08-05,Web,2024-05-02,52,10
1805,2023-10-16,Mobile,2023-12-23,66,0
1806,2023-04-12,Referral,2023-05-25,74,20
1807,2023-09-24,Web,2024-02-05,21,10
1808,2023-08-02,Referral,2023-11-29,34,0
1809,2023-06-28,Web,2023-08-16,28,0
1810,2023-03-29,Mobile,2023-11-04,11,50
1811,2023-02-10,Referral,2023-05-13,9,0
1812,2023-03-17,Mobile,2024-02-20,12,0
1813,2023-02-15,Mobile,2023-08-15,7,20
1814,2023-06-09,Web,2024-03-04,42,0
1815,2023-03-21,Referral,2023-07-08,100,0
1816,2023-11-06,Mobile,2024-10-09,60,20
1817,2023-03-27,Web,2024-01-26,7,0
1818,2023-04-02,Mobile,2023-09-24,1,10
1819,2023-05-28,Mobile,2023-09-17,42,0
1820,2023-06-10,Web,2024-06-03,14,10
1821,2023-07-21,Web,2024-01-02,52,0
1822,2023-08-30,Web,2024-06-12,45,0
1823,2023-12-19,Mobile,2024-02-01,29,0
1824,2023-01-02,Mobile,2023-02-01,8,0
1825,2023-08-13,Mobile,2023-11-08,3,10
1826,2023-10-16,Referral,2024-04-10,8,0
1827,2023-08-21,Referral,2024-02-14,21,20
1828,2023-03-18,Mobile,2023-12-29,116,0
1829,2023-04-26,Web,2023-07-09,1,20
1830,2023-06-03,Mobile,2024-04-25,6,0
1831,2023-04-13,Mobile,2023-04-23,29,0
1832,2023-07-13,Mobile,2024-04-26,10,0
1833,2023-06-15,Mobile,2023-12-31,58,50
1834,2023-12-25,Web,2024-01-11,4,0
1835,2023-03-31,Referral,2023-06-06,99,0
1836,2023-06-23,Web,2023-07-10,73,0
1837,2023-05-02,Mobile,2024-01-10,65,0
1838,2023-05-23,Web,2023-12-18,5,20
1839,2023-04-16,Referral,2023-12-29,11,0
1840,2023-11-01,Web,2023-12-15,48,0
1841,2023-12-26,Web,2024-06-12,49,50
1842,2023-11-13,Web,2023-12-18,36,50
1843,2023-05-03,Web,2023-05-24,17,0
1844,2023-01-09,Web,2023-05-30,11,10
1845,2023-09-19,Mobile,2024-08-08,98,0
1846,2023-03-14,Mobile,2024-01-25,4,0
1847,2023-12-25,Web,2024-06-11,1,0
1848,2023-08-11,Web,2024-05-22,0,0
1849,2023-02-10,Referral,2023-09-25,44,50
1850,2023-07-23,Mobile,2023-11-26,1,0
1851,2023-09-21,Mobile,2023-12-12,23,0
1852,2023-11-24,Mobile,2024-10-06,13,20
1853,2023-06-27,Web,2024-05-23,4,0
1854,2023-12-14,Web,2024-03-15,40,0
1855,2023-11-14,Web,2024-03-10,1,0
1856,2023-03-25,Referral,2023-07-07,11,10
1857,2023-11-14,Referral,2024-09-16,24,20
1858,2023-04-21,Mobile,2023-12-20,15,0
1859,2023-09-08,Web,2024-08-23,8,0
1860,2023-01-07,Web,2023-05-02,78,0
1861,2023-03-25,Web,2023-06-27,80,0
1862,2023-07-27,Mobile,2023-12-17,16,0
1863,2023-11-10,Web,2024-03-28,15,0
1864,2023-01-22,Referral,2023-02-07,11,0
1865,2023-01-03,Web,2023-09-08,58,0
1866,2023-05-07,Referral,2023-11-09,25,0
1867,2023-10-24,Mobile,2024-05-10,2,0
1868,2023-07-07,Mobile,2023-11-10,57,0
1869,2023-12-28,Mobile,2024-02-23,22,0
1870,2023-01-14,Mobile,2024-01-09,16,0
1871,2023-01-12,Mobile,2023-07-08,12,0
1872,2023-03-28,Mobile,2023-09-27,3,0
1873,2023-01-12,Mobile,2023-11-05,94,20
1874,2023-01-25,Referral,2023-03-29,40,0
1875,2023-10-28,Mobile,2023-12-25,4,0
1876,2023-08-31,Mobile,2024-05-18,21,50
1877,2023-05-02,Referral,2024-01-06,24,0
1878,2023-05-27,Web,2023-10-27,5,0
1879,2023-02-24,Web,2023-12-09,16,50
1880,2023-08-26,Mobile,2023-09-15,31,0
1881,2023-12-22,Mobile,2024-06-19,10,0
1882,2023-06-22,Referral,2023-07-24,12,0
1883,2023-08-09,Mobile,2023-12-20,3,0
1884,2023-04-29,Mobile,2023-12-12,15,0
1885,2023-11-05,Mobile,2024-07-10,26,0
1886,2023-07-02,Web,2024-06-24,3,0
1887,2023-10-15,Mobile,2024-06-13,28,0
1888,2023-11-03,Referral,2024-06-26,15,0
1889,2023-10-27,Web,2024-09-21,34,0
1890,2023-03-23,Mobile,2023-06-27,11,50
1891,2023-07-30,Mobile,2023-08-06,25,10
1892,2023-05-30,Web,2023-08-23,28,10
1893,2023-02-06,Web,2023-03-26,35,0
1894,2023-12-18,Referral,2024-05-25,42,0
1895,2023-11-08,Web,2023-12-06,4,0
1896,2023-12-27,Web,2024-04-08,100,0
1897,2023-02-28,Web,2023-08-22,55,0
1898,2023-05-11,Mobile,2023-10-10,24,50
1899,2023-07-21,Mobile,2023-11-25,66,20
1900,2023-08-31,Mobile,2023-12-25,14,0
1901,2023-02-04,Web,2023-06-18,1,20
1902,2023-04-03,Referral,2023-06-14,38,0
1903,2023-07-26,Web,2024-07-11,86,0
1904,2023-12-19,Web,2024-11-03,5,0
1905,2023-11-28,Mobile,2024-07-06,30,0
1906,2023-11-01,Web,2024-02-09,50,10
1907,2023-12-16,Referral,2024-05-13,70,0
1908,2023-08-01,Referral,2023-09-07,9,0
1909,2023-06-08,Web,2024-03-24,4,0
1910,2023-01-24,Referral,2023-02-02,8,0
1911,2023-10-20,Mobile,2024-02-19,25,50
1912,2023-01-04,Referral,2023-05-28,75,50
1913,2023-08-08,Web,2024-03-29,26,50
1914,2023-12-30,Mobile,2024-06-11,75,0
1915,2023-01-20,Web,2023-11-14,44,0
1916,2023-06-01,Referral,2024-02-09,27,50
1917,2023-02-19,Web,2023-11-23,0,50
1918,2023-06-26,Mobile,2024-01-02,12,0
1919,2023-04-06,Web,2023-05-20,1,10
1920,2023-04-15,Web,2023-11-29,11,0
1921,2023-09-07,Mobile,2024-02-10,1,50
1922,2023-04-27,Referral,2023-09-18,5,0
1923,2023-12-20,Mobile,2024-04-30,15,20
1924,2023-08-16,Referral,2024-08-05,21,0
1925,2023-03-07,Web,2023-08-05,7,0
1926,2023-12-01,Mobile,2024-09-15,39,0
1927,2023-09-19,Mobile,2024-04-28,26,0
1928,2023-10-22,Web,2024-06-02,35,0
1929,2023-08-31,Mobile,2024-01-27,39,0
1930,2023-07-05,Mobile,2024-06-02,38,0
1931,2023-09-03,Mobile,2024-06-10,82,0
1932,2023-05-05,Mobile,2024-01-06,8,0
1933,2023-09-25,Mobile,2023-11-28,9,0
1934,2023-05-11,Web,2023-08-21,2,0
1935,2023-08-25,Web,2024-07-25,26,0
1936,2023-01-18,Mobile,2023-07-22,15,50
1937,2023-02-09,Web,2023-06-07,20,10
1938,2023-01-21,Web,2023-05-08,5,10
1939,2023-08-13,Mobile,2024-07-18,31,0
1940,2023-12-21,Mobile,2024-11-08,28,0
1941,2023-10-09,Web,2023-12-09,9,50
1942,2023-01-08,Mobile,2023-10-24,18,0
1943,2023-04-10,Mobile,2023-08-21,67,20
1944,2023-08-28,Web,2024-07-12,44,0
1945,2023-03-28,Mobile,2023-06-26,7,0
1946,2023-10-25,Mobile,2024-05-16,63,0
1947,2023-01-14,Mobile,2023-03-30,2,50
1948,2023-11-30,Mobile,2024-11-13,16,0
1949,2023-01-02,Web,2023-04-14,2,0
1950,2023-10-20,Mobile,2024-08-19,77,10
1951,2023-11-21,Web,2024-05-19,1,0
1952,2023-02-10,Referral,2023-10-05,4,0
1953,2023-11-14,Referral,2024-02-01,73,0
1954,2023-11-12,Mobile,2024-04-07,26,0
1955,2023-04-21,Web,2023-05-18,47,10
1956,2023-01-14,Web,2023-07-18,0,50
1957,2023-08-19,Web,2023-10-07,16,0
1958,2023-03-25,Mobile,2023-06-29,124,0
1959,2023-05-10,Web,2024-02-07,26,0
1960,2023-08-19,Mobile,2023-09-26,56,0
1961,2023-11-22,Web,2024-05-10,99,0
1962,2023-05-25,Referral,2023-08-07,34,0
1963,2023-12-11,Web,2024-06-28,11,0
1964,2023-01-28,Referral,2023-06-14,11,0
1965,2023-03-07,Referral,2023-11-13,2,50
1966,2023-06-12,Mobile,2023-12-01,16,20
1967,2023-08-17,Mobile,2024-05-24,74,0
1968,2023-09-18,Mobile,2024-02-25,19,0
1969,2023-06-13,Mobile,2023-07-10,72,0
1970,2023-10-28,Web,2024-05-19,50,20
1971,2023-10-30,Web,2024-08-04,124,50
1972,2023-10-14,Mobile,2023-12-07,88,20
1973,2023-01-10,Mobile,2023-07-19,36,0
1974,2023-07-14,Mobile,2023-08-07,61,0
1975,2023-04-28,Web,2023-08-26,41,50
1976,2023-09-27,Web,2024-01-01,36,20
1977,2023-03-21,Web,2024-03-08,37,20
1978,2023-04-03,Web,2024-03-11,38,0
1979,2023-09-23,Web,2023-11-19,14,0
1980,2023-11-28,Web,2024-04-03,16,0
1981,2023-12-16,Web,2024-11-25,10,50
1982,2023-12-27,Referral,2024-12-03,4,50
1983,2023-09-14,Web,2024-06-09,18,0
1984,2023-05-13,Mobile,2023-05-21,69,0
1985,2023-10-03,Web,2024-03-24,31,0
1986,2023-09-21,Referral,2024-07-02,1,0
1987,2023-06-20,Mobile,2024-04-09,50,0
1988,2023-01-01,Web,2023-03-19,82,0
1989,2023-11-09,Mobile,2024-03-29,53,0
1990,2023-03-05,Web,2024-02-10,39,0
1991,2023-10-11,Mobile,2024-06-27,4,10
1992,2023-05-01,Web,2023-09-23,12,0
1993,2023-04-17,Referral,2023-11-15,24,20
1994,2023-06-24,Mobile,2024-03-14,2,0
1995,2023-07-23,Web,2024-04-15,3,10
1996,2023-06-14,Mobile,2024-03-15,81,50
1997,2023-11-01,Web,2023-12-13,36,0
1998,2023-04-30,Referral,2023-11-23,9,0
1999,2023-02-13,Mobile,2023-09-29,11,0
2000,2023-11-08,Mobile,2024-10-24,14,0
2001,2023-06-05,Web,2023-07-31,2,0
2002,2023-07-26,Referral,2023-10-19,40,0
2003,2023-04-18,Mobile,2024-04-12,5,10
2004,2023-09-08,Web,2024-04-10,49,0
2005,2023-11-30,Web,2023-12-11,56,0
2006,2023-05-10,Web,2023-06-28,30,0
2007,2023-10-20,Referral,2024-09-03,44,0
2008,2023-01-20,Web,2023-10-28,5,0
2009,2023-10-09,Mobile,2024-06-28,25,0
2010,2023-10-12,Web,2024-03-06,33,50
2011,2023-01-01,Web,2023-09-20,32,0
2012,2023-04-29,Mobile,2024-02-12,3,0
2013,2023-02-04,Referral,2023-03-17,12,0
2014,2023-07-17,Mobile,2023-09-04,11,0
2015,2023-09-02,Referral,2024-01-04,25,20
2016,2023-02-28,Mobile,2023-04-19,43,50
2017,2023-11-21,Web,2024-04-13,25,0
2018,2023-06-10,Web,2023-08-06,42,10
2019,2023-06-28,Mobile,2024-04-28,3,0
2020,2023-07-25,Referral,2024-05-12,63,0
2021,2023-01-12,Referral,2023-10-17,23,0
2022,2023-10-03,Web,2024-07-02,1,50
2023,2023-06-30,Web,2024-04-08,30,0
2024,2023-08-30,Web,2023-11-04,21,0
2025,2023-08-04,Referral,2023-10-01,7,0
2026,2023-09-08,Referral,2023-11-20,43,20
2027,2023-10-26,Mobile,2024-06-28,81,0
2028,2023-05-06,Web,2024-02-04,11,0
2029,2023-08-05,Mobile,2024-04-17,20,50
2030,2023-11-02,Mobile,2024-10-25,4,50
2031,2023-10-12,Web,2024-07-26,79,10
2032,2023-07-04,Mobile,2024-06-23,11,20
2033,2023-02-08,Web,2023-04-24,6,10
2034,2023-08-11,Web,2024-07-03,19,0
2035,2023-07-03,Referral,2023-10-15,1,0
2036,2023-06-27,Mobile,2023-08-31,8,0
2037,2023-10-21,Mobile,2024-02-05,2,50
2038,2023-12-06,Mobile,2024-04-07,4,20
2039,2023-05-31,Web,2023-06-21,3,0
2040,2023-05-06,Mobile,2024-03-10,61,0
2041,2023-10-28,Mobile,2024-05-10,79,20
2042,2023-11-04,Mobile,2024-06-07,19,0
2043,2023-12-02,Mobile,2024-02-22,29,0
2044,2023-08-22,Web,2023-10-11,35,0
2045,2023-01-08,Web,2023-04-15,14,0
2046,2023-12-07,Mobile,2023-12-24,13,50
2047,2023-05-09,Web,2023-12-27,33,20
2048,2023-09-21,Mobile,2024-07-22,14,50
2049,2023-06-06,Web,2023-06-27,26,0
2050,2023-12-18,Web,2024-10-20,21,20
2051,2023-12-24,Web,2024-02-28,22,0
2052,2023-01-05,Referral,2023-02-21,53,0
2053,2023-03-27,Web,2023-06-07,36,0
2054,2023-06-24,Mobile,2024-01-26,97,50
2055,2023-10-17,Mobile,2024-05-11,46,0
2056,2023-07-12,Web,2024-02-15,4,0
2057,2023-11-07,Mobile,2024-02-28,40,50
2058,2023-04-29,Mobile,2024-02-11,32,0
2059,2023-08-06,Mobile,2023-11-12,31,20
2060,2023-04-24,Referral,2023-12-09,19,10
2061,2023-05-25,Web,2024-01-09,1,10
2062,2023-01-26,Web,2023-09-26,90,0
2063,2023-05-16,Referral,2023-09-15,57,0
2064,2023-10-30,Web,2024-02-02,20,50
2065,2023-08-20,Mobile,2024-07-29,5,0
2066,2023-03-17,Mobile,2024-01-04,52,0
2067,2023-11-24,Web,2024-09-04,16,0
2068,2023-12-11,Mobile,2024-01-03,14,0
2069,2023-10-29,Web,2024-04-25,32,0
2070,2023-10-16,Web,2024-02-03,42,20
2071,2023-01-01,Web,2023-10-21,1,0
2072,2023-05-27,Referral,2024-02-03,43,0
2073,2023-10-14,Web,2024-09-05,39,0
2074,2023-05-22,Mobile,2023-10-15,26,10
2075,2023-02-22,Referral,2023-12-21,12,0
2076,2023-10-31,Mobile,2024-05-15,5,0
2077,2023-03-10,Mobile,2024-02-28,3,0
2078,2023-12-27,Mobile,2024-10-29,0,0
2079,2023-03-31,Web,2024-01-20,6,0
2080,2023-08-08,Mobile,2024-07-09,15,10
2081,2023-07-11,Mobile,2024-02-08,8,0
2082,2023-03-04,Referral,2023-11-11,11,0
2083,2023-03-14,Referral,2023-08-07,14,0
2084,2023-06-10,Referral,2024-04-20,11,0
2085,2023-06-18,Referral,2024-01-30,38,0
2086,2023-03-30,Mobile,2023-11-14,20,0
2087,2023-06-25,Mobile,2024-06-17,0,0
2088,2023-09-26,Referral,2024-04-01,7,20
2089,2023-03-14,Web,2024-01-17,37,0
2090,2023-09-02,Referral,2024-03-12,10,0
2091,2023-03-18,Mobile,2023-07-13,75,0
2092,2023-06-08,Mobile,2023-12-10,37,10
2093,2023-11-20,Mobile,2024-06-10,10,10
2094,2023-04-08,Referral,2023-06-21,21,0
2095,2023-04-12,Web,2023-07-11,33,0
2096,2023-05-12,Mobile,2023-06-24,6,0
2097,2023-04-12,Mobile,2023-08-25,8,0
2098,2023-01-19,Web,2023-02-02,21,0
2099,2023-03-23,Mobile,2023-03-30,77,50
2100,2023-10-06,Mobile,2024-08-07,12,50
2101,2023-12-05,Mobile,2024-05-07,15,10
2102,2023-12-31,Web,2024-03-11,6,0
2103,2023-11-27,Mobile,2024-06-11,26,0
2104,2023-05-09,Mobile,2023-08-18,40,0
2105,2023-12-10,Mobile,2024-01-02,17,0
2106,2023-11-06,Web,2024-09-23,41,10
2107,2023-03-30,Referral,2023-07-10,10,0
2108,2023-08-01,Mobile,2023-10-01,36,0
2109,2023-05-23,Mobile,2024-05-12,8,10
2110,2023-03-06,Mobile,2023-06-25,45,50
2111,2023-03-17,Web,2023-06-17,53,20
2112,2023-07-18,Mobile,2023-12-10,47,10
2113,2023-05-23,Mobile,2023-10-18,7,0
2114,2023-11-12,Mobile,2024-01-07,35,0
2115,2023-04-03,Mobile,2023-11-05,23,0
2116,2023-11-01,Mobile,2023-12-16,128,0
2117,2023-08-12,Web,2024-06-15,13,0
2118,2023-10-18,Mobile,2024-01-21,44,0
2119,2023-04-12,Web,2023-05-25,13,50
2120,2023-09-24,Web,2023-10-11,15,0
2121,2023-12-21,Referral,2024-03-30,3,0
2122,2023-04-20,Mobile,2023-08-11,8,0
2123,2023-11-26,Mobile,2024-03-13,5,0
2124,2023-09-22,Mobile,2024-09-14,5,0
2125,2023-01-03,Referral,2023-08-26,0,10
2126,2023-03-26,Mobile,2023-05-12,47,0
2127,2023-10-09,Mobile,2024-05-09,18,20
2128,2023-11-24,Web,2024-02-24,48,0
2129,2023-10-31,Referral,2024-02-05,28,0
2130,2023-04-27,Referral,2023-10-22,53,0
2131,2023-08-09,Referral,2023-12-17,21,0
2132,2023-06-03,Web,2023-09-24,2,0
2133,2023-06-02,Web,2023-07-23,28,0
2134,2023-01-12,Web,2023-08-18,33,0
2135,2023-05-13,Web,2023-08-17,29,20
2136,2023-10-31,Referral,2024-05-03,48,0
2137,2023-10-20,Web,2023-12-04,39,0
2138,2023-10-27,Web,2024-07-16,17,0
2139,2023-08-16,Web,2023-12-19,51,0
2140,2023-09-28,Web,2023-12-18,35,0
2141,2023-02-12,Web,2023-05-22,3,0
2142,2023-12-09,Mobile,2024-09-07,23,0
2143,2023-11-22,Mobile,2023-12-14,39,0
2144,2023-10-29,Web,2024-08-21,24,0
2145,2023-12-30,Mobile,2024-06-22,89,0
2146,2023-01-21,Mobile,2023-07-06,3,10
2147,2023-04-17,Web,2024-02-26,38,0
2148,2023-12-02,Mobile,2024-01-27,52,0
2149,2023-10-30,Mobile,2023-12-09,36,0
2150,2023-04-27,Mobile,2023-11-04,14,50
2151,2023-05-04,Mobile,2024-01-11,14,10
2152,2023-10-08,Web,2023-12-03,26,20
2153,2023-10-19,Referral,2023-11-11,15,0
2154,2023-07-22,Referral,2023-10-26,64,0
2155,2023-02-20,Referral,2023-07-13,3,10
2156,2023-09-28,Web,2024-08-01,30,0
2157,2023-11-20,Referral,2024-11-15,4,0
2158,2023-10-04,Referral,2024-05-15,23,0
2159,2023-05-21,Referral,2023-09-01,37,0
2160,2023-10-02,Web,2024-05-29,5,0
2161,2023-10-17,Mobile,2024-05-15,36,0
2162,2023-11-30,Referral,2024-04-26,4,10
2163,2023-02-21,Mobile,2023-09-12,29,0
2164,2023-01-27,Mobile,2023-11-30,21,0
2165,2023-06-06,Referral,2024-04-28,10,0
2166,2023-08-27,Mobile,2024-06-13,3,0
2167,2023-06-05,Mobile,2024-05-06,39,10
2168,2023-10-18,Mobile,2024-07-12,14,10
2169,2023-05-16,Referral,2023-12-23,2,0
2170,2023-05-24,Web,2023-12-03,44,0
2171,2023-04-16,Mobile,2023-06-03,7,10
2172,2023-06-07,Mobile,2024-03-28,40,0
2173,2023-05-26,Mobile,2023-12-05,24,0
2174,2023-01-02,Mobile,2023-07-19,6,0
2175,2023-03-18,Referral,2023-12-17,2,20
2176,2023-05-12,Referral,2024-01-31,26,50
2177,2023-03-31,Web,2023-11-29,0,0
2178,2023-12-11,Mobile,2024-04-05,2,0
2179,2023-12-16,Web,2024-02-27,36,0
2180,2023-09-20,Web,2023-11-12,23,0
2181,2023-12-17,Mobile,2024-10-27,11,0
2182,2023-04-18,Referral,2023-09-20,23,0
2183,2023-03-15,Referral,2023-11-13,26,10
2184,2023-02-08,Web,2024-01-15,24,0
2185,2023-06-08,Web,2023-10-05,30,50
2186,2023-03-12,Mobile,2023-05-30,84,0
2187,2023-11-08,Mobile,2024-02-18,14,0
2188,2023-08-29,Web,2023-12-22,10,10
2189,2023-10-25,Referral,2024-10-20,1,0
2190,2023-02-05,Referral,2023-11-21,4,0
2191,2023-03-25,Mobile,2023-12-10,3,0
2192,2023-09-20,Referral,2024-08-07,12,50
2193,2023-11-06,Web,2024-09-14,28,0
2194,2023-06-21,Mobile,2023-10-20,1,0
2195,2023-06-22,Mobile,2023-12-19,39,20
2196,2023-12-28,Web,2024-08-16,15,0
2197,2023-02-16,Referral,2024-02-02,99,0
2198,2023-05-21,Mobile,2023-09-08,25,0
2199,2023-04-28,Mobile,2024-04-08,44,0
2200,2023-10-04,Web,2024-06-03,59,0
2201,2023-08-02,Web,2023-11-14,65,0
2202,2023-08-08,Web,2024-02-04,21,0
2203,2023-01-26,Mobile,2024-01-15,15,0
2204,2023-01-09,Mobile,2023-09-19,24,0
2205,2023-09-28,Web,2023-12-17,15,0
2206,2023-01-10,Mobile,2023-01-17,8,50
2207,2023-05-01,Mobile,2023-07-25,11,0
2208,2023-05-05,Mobile,2024-02-21,7,0
2209,2023-06-19,Mobile,2023-07-01,9,10
2210,2023-03-13,Referral,2023-06-12,2,20
2211,2023-06-01,Mobile,2024-03-17,16,0
2212,2023-07-27,Mobile,2023-10-13,8,10
2213,2023-02-18,Web,2023-06-25,17,0
2214,2023-06-03,Web,2024-03-27,47,10
2215,2023-12-13,Web,2024-05-08,17,10
2216,2023-10-20,Mobile,2024-03-30,92,0
2217,2023-03-09,Web,2023-06-30,4,50
2218,2023-02-19,Web,2024-01-23,56,20
2219,2023-06-01,Mobile,2023-12-17,8,0
2220,2023-01-19,Web,2023-02-28,81,50
2221,2023-04-10,Web,2023-07-13,7,0
2222,2023-03-01,Web,2023-12-26,41,10
2223,2023-06-16,Mobile,2024-05-15,1,20
2224,2023-07-21,Web,2024-02-11,29,0
2225,2023-12-11,Mobile,2024-01-30,7,0
2226,2023-05-26,Mobile,2023-09-14,33,50
2227,2023-06-13,Mobile,2023-12-04,30,0
2228,2023-08-30,Mobile,2024-01-27,77,0
2229,2023-03-10,Referral,2024-03-04,29,0
2230,2023-06-24,Web,2023-12-23,15,0
2231,2023-02-18,Web,2023-04-24,6,20
2232,2023-04-18,Web,2023-04-25,32,0
2233,2023-08-14,Web,2023-11-08,3,50
2234,2023-06-10,Web,2024-03-03,52,50
2235,2023-04-29,Web,2024-02-14,8,0
2236,2023-05-29,Mobile,2024-04-18,22,0
2237,2023-05-30,Mobile,2023-09-06,27,0
2238,2023-10-20,Web,2023-12-27,13,0
2239,2023-05-23,Mobile,2024-01-28,32,0
2240,2023-06-09,Web,2023-08-29,8,20
2241,2023-01-11,Web,2023-10-01,1,0
2242,2023-05-18,Mobile,2023-08-23,96,20
2243,2023-03-19,Web,2024-01-08,11,0
2244,2023-03-18,Web,2023-12-18,37,0
2245,2023-09-11,Mobile,2023-10-06,21,0
2246,2023-09-15,Referral,2023-11-20,33,0
2247,2023-11-16,Mobile,2024-10-24,3,20
2248,2023-10-18,Web,2024-07-08,21,10
2249,2023-09-20,Referral,2024-05-18,14,10
2250,2023-03-26,Mobile,2023-08-18,18,10
2251,2023-05-26,Mobile,2023-11-13,101,0
2252,2023-11-19,Referral,2024-01-29,4,0
2253,2023-02-11,Mobile,2024-01-31,42,0
2254,2023-05-05,Web,2023-07-06,12,0
2255,2023-06-16,Mobile,2024-01-18,10,0
2256,2023-08-29,Mobile,2024-01-10,9,0
2257,2023-10-07,Mobile,2023-11-05,12,20
2258,2023-07-07,Mobile,2023-07-22,13,0
2259,2023-10-29,Referral,2024-07-16,9,0
2260,2023-01-19,Referral,2023-11-23,33,0
2261,2023-03-09,Referral,2023-06-02,1,0
2262,2023-08-06,Referral,2024-05-22,12,0
